Districts,Year,Flood_Frequency,Mean_Duration,Mean_Severity,AFSI,Dist_Name_x,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Dist_Name_y,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio
"Alappuzha,Thrissur",1989,1,7,,,,,,,,,,,,
Aligarh,1987,1,5,,,Aligarh,97,22,4376425,24,Aligarh,1.93292949,0.006094499,1.926834991,2.22E-05
Almora,1984,1,1,,,Almora,0,0,618943,,Almora,0.649027255,0.000454012,0.648573243,0
Almora,2004,1,1,,,Almora,0,0,618943,,Almora,0.649027255,0.000454012,0.648573243,0
Almora,2019,1,1,,,Almora,0,0,618943,,Almora,0.649027255,0.000454012,0.648573243,0
"Almora, Bijnor, Bahraich,  Dehradun, Garhwal, Ghaziabad, Gonda, Haridwar, Meerut, Mirzapur,Muzaffarnagar",1993,1,31,,,,,,,,,,,,
"Almora, Chamoli",2019,1,1,,,,,,,,,,,,
Alwar,1980,1,14,,,Alwar,102,15,4491235,14,Alwar,0.348076896,0.005601607,0.342475289,2.27E-05
Alwar,1991,1,1,,,Alwar,102,15,4491235,14,Alwar,0.348076896,0.005601607,0.342475289,2.27E-05
Alwar,2001,1,1,,,Alwar,102,15,4491235,14,Alwar,0.348076896,0.005601607,0.342475289,2.27E-05
"Alwar, Banswara, Baran, Barmer, Bhilwara, Bikaner, Bundi, Churu, Dausa, Dholpur, Dungarpur, Ganganagar, Jaipur, Jalore, Jhalawar, Jodhpur, Karauli, Kota, Nagaur, Pali, Pratapgarh, Rajsamand, Sawai Madhopur, Sirohi, Tonk, Udaipur",2022,1,365,,,,,,,,,,,,
"Alwar, Bharatpur,Kota",2009,1,3,,,,,,,,,,,,
"Alwar, Bharatpur,Nagaur",1995,1,5,,,,,,,,,,,,
"Alwar,Bharatpur",1983,1,1,,,,,,,,,,,,
"Alwar,Jhalawar",2005,1,2,,,,,,,,,,,,
Ambala,1988,1,1,,,Ambala,36,11,1296203,5,Ambala,4.251029067,0,4.251029067,2.78E-05
Ambala,2004,1,1,,,Ambala,36,11,1296203,5,Ambala,4.251029067,0,4.251029067,2.78E-05
Ambala,2023,1,4,,,Ambala,36,11,1296203,5,Ambala,4.251029067,0,4.251029067,2.78E-05
"Ambala, Bhiwani, Hisar, Kaithal, Karnal, Kurukshetra, Panipat, Rohtak,Sonipat",1995,1,2,,,,,,,,,,,,
"Ambala, Bhiwani, Hisar, Karnal, Jind, Panchkula, Panipat, Rewari,Sonipat",2009,1,2,,,,,,,,,,,,
"Ambala, Faridabad, Hisar, Jind, Karnal, Kurukshetra, Sirsa, Sonipat",1988,1,2,,,,,,,,,,,,
"Ambala, Hisar, Jind, Karnal, Rohtak, Sirsa",1985,1,12,,,,,,,,,,,,
"Ambala, Jhajjar, Kaithal,Kurukshetra",2010,1,2,,,,,,,,,,,,
"Ambala, Jind, Karnal, Kurukshetra , Sonipat",1980,1,21,,,,,,,,,,,,
"Ambala, Kurukshetra,Sonipat",1988,1,1,,,,,,,,,,,,
"Ambala,Faridabad",1981,1,7,,,,,,,,,,,,
"Ambala,Yamunanagar",2007,1,1,,,,,,,,,,,,
Ambedkar Nagar,2022,1,1,,,Ambedkar Nagar,44,0,2918048,22,Ambedkar Nagar,3.80490503,0.342207082,3.462697948,1.51E-05
"Ambedkar Nagar,  Ayodhya, Azamgarh, Bahraich, Ballia, Balrampur, Bara Banki, Basti, Deoria, Gonda, Gorakhpur, Kushinagar, Kheri, Mahrajganj, Mau, Sant Kabir Nagar, Siddharthnagar, Sitapur",2020,1,1,,,,,,,,,,,,
"Ambedkar Nagar, Auraiya, Bara Banki, Etawah, Farrukhabad, Ayodhya, Gonda, Hardoi, Kannauj, Kanpur Nagar Dehat, Kanpur Nagar Nagar, Kheri, Lucknow, Rae Bareli, Sitapur, Sultanpur, Unnao",2018,1,1,,,,,,,,,,,,
Amethi,2022,1,1,,,Amethi,49,6,3139220,21,Amethi,2.870234132,0,2.870234132,1.56E-05
Amethi,2023,1,2,,,Amethi,49,6,3139220,21,Amethi,2.870234132,0,2.870234132,1.56E-05
"Amethi, Azamgarh, Gonda, Lucknow",2018,1,1,,,,,,,,,,,,
Amravati,1984,1,1,,,Amravati,430,34,3195039,5,Amravati,1.132570579,0.452234552,0.680336027,0.000134584
Amravati,1991,1,1,,,Amravati,430,34,3195039,5,Amravati,1.132570579,0.452234552,0.680336027,0.000134584
Amravati,1993,1,1,,,Amravati,430,34,3195039,5,Amravati,1.132570579,0.452234552,0.680336027,0.000134584
Amravati,2022,7,2.571428571,,,Amravati,430,34,3195039,5,Amravati,1.132570579,0.452234552,0.680336027,0.000134584
Amravati,2023,1,1,,,Amravati,430,34,3195039,5,Amravati,1.132570579,0.452234552,0.680336027,0.000134584
"Amravati, Akola, Bhandara, Buldhana, Chandrapur, Gadchiroli, Gondia, Nagpur, Wardha, Washim, Yavatmal",1986,1,14,,,,,,,,,,,,
"Amravati, Akola, Bhandara, Buldhana, Chandrapur, Gadchiroli, Gondia, Nagpur, Wardha, Washim, Yavatmal",1999,1,2,,,,,,,,,,,,
"Amravati, Akola, Bhandara, Buldhana, Chandrapur, Gadchiroli, Gondia, Nagpur, Wardha, Washim, Yavatmal, Ghaziabad",1976,1,7,,,,,,,,,,,,
"Amravati, Akola, Bhandara, Buldhana, Chandrapur, Gadchiroli, Gondia, Nagpur, Wardha, Washim,Yavatmal",2019,1,31,,,,,,,,,,,,
"Amravati, Bhandara, Chandrapur, Gadchiroli, Gondia, Aurangabad,Beed,Hingoli, Jalna, Latur, Nanded,Dharashiv,Parbhani, Mumbai, Nagpur, Nashik, Sindhudurg, Thane, Wardha,Washim",2007,1,9,,,,,,,,,,,,
"Amravati, Bhandara, Chandrapur, Gadchiroli, Nagpur, Wardha,Yavatmal",1994,1,3,,,,,,,,,,,,
"Amravati, Bhandara, Chandrapur, Nagpur, Wardha,Yavatmal",1979,1,3,,,,,,,,,,,,
"Amravati, Chandrapur, Dhule,  Gadchiroli, Jalgaon, Kolhapur, Mumbai, Nagpur, Nashik, Pune, Raigarh, Satara, Thane,Washim",2006,1,7,,,,,,,,,,,,
"Amravati, Chandrapur, Gadchiroli, Nagpur,Yavatmal",1991,1,5,,,,,,,,,,,,
"Amravati, Chandrapur, Gondia, Nagpur,Thane",2007,1,2,,,,,,,,,,,,
"Amravati, Chandrapur, Nagpur, Wardha,Yavatmal",2013,1,3,,,,,,,,,,,,
"Amravati, Chandrapur,Gondia",2010,1,2,,,,,,,,,,,,
"Amravati, Mumbai",2018,1,1,,,,,,,,,,,,
"Amravati, Mumbai,Nashik",2009,1,6,,,,,,,,,,,,
"Amravati, Nagpur,Wardha",1997,1,2,,,,,,,,,,,,
"Amravati,Nagpur",2007,1,2,,,,,,,,,,,,
Amreli,2021,1,1,,,Amreli,224,10,1650731,18,Amreli,0.551647653,0.455725673,0.09592198,0.000135697
Amreli,2022,1,2,,,Amreli,224,10,1650731,18,Amreli,0.551647653,0.455725673,0.09592198,0.000135697
"Amreli,  Ahmedabad,Porbandar,  Botad, Gir Somnath, Surendranagar, Rajkot, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka Dwarka, Morbi",1984,2,7,,,,,,,,,,,,
"Amreli, Arvalli, Bhavnagar, Surat, Surendranagar, Vadodara",2019,1,8,,,,,,,,,,,,
"Amreli, Banas Kantha, Bharuch, Jamnagar, Junagadh, Surat, Surendranagar,Valsad",1998,1,4,,,,,,,,,,,,
"Amreli, Banas Kantha, Bhavnagar, Valsad, Jamnagar, Junagadh, Kachchh, Rajkot, Surat,Vadodara",1988,1,21,,,,,,,,,,,,
"Amreli, Bharuch, Bhavnagar, Junagadh, Rajkot, Surat,Valsad",1994,1,7,,,,,,,,,,,,
"Amreli, Bharuch,Dangs, Gir Somnath, Junagadh, Kachchh, Navsari, Tapi",2012,2,30.5,,,,,,,,,,,,
"Amreli, Bharuch,Dangs, Gir Somnath, Junagadh, Kachchh, Navsari, Tapi",2019,1,31,,,,,,,,,,,,
"Amreli, Bharuch,Dangs, Gir Somnath, Junagadh, Kachchh, Navsari, Tapi",2022,1,2,,,,,,,,,,,,
Amritsar,1983,1,2,,,Amritsar,117,21,2748187,7,Amritsar,2.592469047,0.034259992,2.558209055,4.26E-05
Amritsar,1995,1,2,,,Amritsar,117,21,2748187,7,Amritsar,2.592469047,0.034259992,2.558209055,4.26E-05
Amritsar,2007,1,1,,,Amritsar,117,21,2748187,7,Amritsar,2.592469047,0.034259992,2.558209055,4.26E-05
Amritsar,2023,1,7,,,Amritsar,117,21,2748187,7,Amritsar,2.592469047,0.034259992,2.558209055,4.26E-05
"Amritsar, Ananthapuramuamu, Bathinda, Kapurthala, S.A.S Nagar*, Rupnagar",2006,1,1,,,,,,,,,,,,
"Amritsar, Bathinda, Barnala, Ferozepur, Fazilka, Jalandhar, Moga, Pathankot, Rupnagar, Sangrur, Sri Sri Muktsar Sahib Sahib, Tarn Taran",2015,1,30,,,,,,,,,,,,
"Amritsar, Bathinda, Ferozepur, Gurdaspur, Hoshiarpur, Jalandhar, Kapurthala, Ludhiana, Patiala,Sangrur",1988,1,38,,,,,,,,,,,,
"Amritsar, Bathinda, Ferozepur, Ludhiana,Patiala",1990,1,4,,,,,,,,,,,,
"Amritsar, Fatehgarh Sahib, Ferozepur, Gurdaspur, Hoshiarpur, Kapurthala, Ludhiana, Mansa, Patiala, Rupnagar,Sangrur",1993,1,5,,,,,,,,,,,,
"Amritsar, Fazilka,Gurdaspur",2014,1,7,,,,,,,,,,,,
"Amritsar, Ferozepur,Kapurthala",1995,1,1,,,,,,,,,,,,
"Amritsar,Patiala",2005,1,1,,,,,,,,,,,,
"Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Sshrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar Nagar, Auraiya, Ayodhya, Kanpur Nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh",1983,1,16,,,,,,,,,,,,
"Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Sshrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar Nagar, Auraiya, Ayodhya, Kanpur Nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh",1993,1,14,,,,,,,,,,,,
"Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Sshrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar Nagar, Auraiya, Ayodhya, Kanpur Nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh",1997,1,1,,,,,,,,,,,,
"Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Sshrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar Nagar, Auraiya, Ayodhya, Kanpur Nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh",2008,1,89,,,,,,,,,,,,
"Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Sshrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar Nagar, Auraiya, Ayodhya, Kanpur Nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh, Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur, South 24 Parganas, Darjeeling, Jalpaiguri, Dakshin Dinajpur, Maldah, Murshidabad, Birbhum, Nadia, Purba Purba Bardhaman, Purulia, Bankura, North 24 Parganas",1971,1,365,,,,,,,,,,,,
"Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Sshrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar Nagar, Auraiya, Ayodhya, Kanpur Nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh, Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong",1971,1,14,,,,,,,,,,,,
"Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Sshrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar Nagar, Auraiya, Ayodhya, Kanpur Nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh, South 24 Parganas, Darjeeling, Jalpaiguri, Dakshin Dinajpur, Maldah, Murshidabad, Birbhum, Nadia, Purba Purba Bardhaman, Purulia, Bankura, North 24 Parganas",1971,1,14,,,,,,,,,,,,
"Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Sshrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar Nagar, Auraiya, Ayodhya, Kanpur Nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh, Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong, Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, South 24 Parganas, Darjeeling, Jalpaiguri, Dakshin Dinajpur, Maldah, Murshidabad, Birbhum, Nadia, Purba Purba Bardhaman, Purulia, Bankura, North 24 Parganas",1971,1,30,,,,,,,,,,,,
Anand,2023,1,1,,,Anand,42,1,2767476,22,Anand,5.640448142,0.236729361,5.403718781,1.52E-05
"Anand, Bharuch, Dangs, Narmada, Navsari, Sabar Kantha, Surat,Vadodara",2002,1,2,,,,,,,,,,,,
"Ananthapuramu, Chittoor, Guntur, Krishna, Kurnool, Prakasam",1997,1,7,,,,,,,,,,,,
Ananthapuramuamu,1981,1,1,,,,,,,,,,,,
Ananthapuramuamu,2021,1,14,,,,,,,,,,,,
"Ananthapuramuamu,  Y.S.R., East Godavari, Karimnagar, Khammam, Nalgonda, Nizamabad, Prakasam, Warangal, Warangal, Warangal, Warangal,West Godavari",1989,1,31,,,,,,,,,,,,
"Ananthapuramuamu, Y.S.R., Hyderabad, Kurnool",1996,1,30,,,,,,,,,,,,
Anantnag,1983,1,1,,,Anantnag,81,44,1290100,4,Anantnag,0.462302357,0.159500867,0.30280149,6.28E-05
Anantnag,1987,1,1,,,Anantnag,81,44,1290100,4,Anantnag,0.462302357,0.159500867,0.30280149,6.28E-05
Anantnag,2014,1,1,,,Anantnag,81,44,1290100,4,Anantnag,0.462302357,0.159500867,0.30280149,6.28E-05
Anantnag,2021,1,1,,,Anantnag,81,44,1290100,4,Anantnag,0.462302357,0.159500867,0.30280149,6.28E-05
Anantnag,2022,1,1,,,Anantnag,81,44,1290100,4,Anantnag,0.462302357,0.159500867,0.30280149,6.28E-05
"Anantnag, Bandipora",2016,1,1,,,,,,,,,,,,
"Anantnag, Budgam, Baramulla, Ganderbal, Kulgam, Poonch, Pulwama, Rajouri, Reasi,Srinagar",2014,1,7,,,,,,,,,,,,
"Anantnag, Ganderbal",2015,1,8,,,,,,,,,,,,
Anjaw,2022,1,1,,,Anjaw,5,1,24066,5,Anjaw,1.599292296,0.251543379,1.347748917,0.000207762
"Anugul, Baleshwar, Dhenkanal, Nayagarh, Puri,Sambalpur",2008,1,9,,,,,,,,,,,,
"Anugul, Cuttack, Dhenkanal, Jagatsinghapur,Jajapur, Kalahandi, Kandhamal, Kendrapara, Khordha, Koraput, Puri",2021,1,2,,,,,,,,,,,,
"Anugul, Kendujhar",2015,1,1,,,,,,,,,,,,
"Araria, Aurangabad, Begusarai, Lakhisarai, Madhubani,Munger, Nalanda,Patna, Purnia, Supaul",2017,1,1,,,,,,,,,,,,
"Araria, Darbhanga, Purbi Champaran, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Purnia, Rohtas, Saran, Sitamarhi, Supaul, Vaishali, Pashchim Champaran",2017,1,3,,,,,,,,,,,,
"Araria, Darbhanga, Purbi Champaran, Katihar, Kishanganj, Madhepura, Madhubani, Purnia, Saharsa, Sheohar, Sitamarhi, Siwan, Supaul, Vaishali, Pashchim Champaran",2019,1,3,,,,,,,,,,,,
"Araria, Katihar, Kishanganj, Madhepura, Purnia,Supaul",2013,1,5,,,,,,,,,,,,
"Araria, Madhubani, Saharsa, Sitamarhi",1996,1,7,,,,,,,,,,,,
"Araria, Muzaffarpur, Supaul",2017,1,1,,,,,,,,,,,,
"Ariyalur, Ramanathapuram, Thanjavur,Thoothukkudi",2010,1,3,,,,,,,,,,,,
"Arwal , Begusarai, Bhagalpur, Bhojpur, Buxar, Darbhanga, Jehanabad, Katihar, Khagaria, Lakhisarai, Nawada, Nalanda, Patna, Samastipur, Vaishali",2019,1,1,,,,,,,,,,,,
"Ashoknagar, Bhind, Datia, Gwalior, Guna, Morena, Rewa, Sheopur, Shivpuri, Singrauli",2021,1,7,,,,,,,,,,,,
"Auraiya, Banda, Bara Banki, Chitrakoot, Fatehpur, Firozabad,Ghaziabad, Hamirpur, Jalaun, Jhansi, Shamli, Kasganj, Lalitpur, Mahoba, Sambhal, Unnao, Central Part Of Uttar Kashi Pradesh",2018,1,1,,,,,,,,,,,,
"Auraiya, Bara Banki, Etawah, Farrukhabad, Hardoi, Kannauj, Kanpur Nagar Dehat, Kanpur Nagar Nagar, Kheri, Lucknow, Rae Bareli, Sitapur, Unnao",2018,2,1,,,,,,,,,,,,
"Auraiya, Etah, Hardoi, Kannauj, Kanpur Nagar Dehat, Unnao",2018,1,1,,,,,,,,,,,,
Aurangabad,1970,1,10,,,Aurangabad,301,46,3160597,13,Aurangabad,2.741713494,0.192197924,2.54951557,9.52E-05
Aurangabad,1981,1,1,,,Aurangabad,301,46,3160597,13,Aurangabad,2.741713494,0.192197924,2.54951557,9.52E-05
Aurangabad,2021,1,1,,,Aurangabad,301,46,3160597,13,Aurangabad,2.741713494,0.192197924,2.54951557,9.52E-05
"Aurangabad, Beed, Hingoli, Jalna, Kolhapur, Nanded, Parbhani, Pune, Raigarh, Satara,Thane",2005,1,7,,,,,,,,,,,,
"Aurangabad, Beed, Hingoli, Jalna, Latur, Nanded, Dharashiv, Parbhani",2015,1,10,,,,,,,,,,,,
"Aurangabad, Beed, Jalna, Kolhapur, Nashik, Pune,Sangli",2010,1,14,,,,,,,,,,,,
"Aurangabad, Beed, Jalna, Parbhani",2021,1,1,,,,,,,,,,,,
"Aurangabad, Beed, Latur,Parbhani",2001,1,1,,,,,,,,,,,,
"Aurangabad, Bhandara, Gondia, Jalna, Mumbai, Solapur,Wardha",2005,1,7,,,,,,,,,,,,
"Aurangabad, Dharashiv, Jalna, Beed, Latur, Nanded, Hingoli,Parbhani, Solapur,Amravati, Akola, Bhandara, Buldhana, Chandrapur, Gadchiroli, Gondia, Nagpur, Wardha, Washim,Yavatmal",1983,1,7,,,,,,,,,,,,
"Aurangabad, Dharashiv, Jalna, Beed, Latur, Nanded, Hingoli,Parbhani,Yavatmal, Akola, Amravati, Wardha, Buldhana, Washim, Nagpur, Chandrapur, Bhandara, Gadchiroli,Gondia",2002,1,4,,,,,,,,,,,,
"Aurangabad, Jalna, Latur",2021,1,10,,,,,,,,,,,,
"Aurangabad, Jalna, Nanded, Dharashiv,Parbhani",1988,1,21,,,,,,,,,,,,
"Aurangabad, Nandurbar, Pune,Thane",2010,1,4,,,,,,,,,,,,
"Aurangabad, Pune",1991,1,2,,,,,,,,,,,,
Ayodhya,1991,1,1,,,,,,,,,,,,
Ayodhya,2022,2,1,,,,,,,,,,,,
